molecular_weight,alogp,topological_polar_surface_area,hydrogen_bond_donors,hydrogen_bond_acceptors,MolWt_rdkit,LogP_rdkit,TPSA_rdkit,HDonors_rdkit,HAcceptors_rdkit,RotBonds_rdkit
1059.82,23.02,78.9,0,6,1059.8249999999982,23.01800000000002,78.9,0.0,6.0,62.0
835.39,16.78,78.9,0,6,835.3929999999996,16.776399999999967,78.9,0.0,6.0,46.0
831.17,12.56,148.82,3,9,831.1659999999988,12.563599999999983,148.82,3.0,9.0,44.0
388.41,-0.42,134.91,4,9,388.41300000000024,-0.4213000000000009,134.91,4.0,9.0,6.0
877.47,17.95,78.9,0,6,877.4739999999993,17.946699999999975,78.9,0.0,6.0,49.0
290.27,-2.37,140.84,5,8,290.272,-2.365399999999999,140.84,5.0,8.0,4.0
468.46,2.68,120.47,1,8,468.4620000000002,2.6792000000000007,120.47,1.0,8.0,7.0
954.26,7.01,182.3,6,10,954.2609999999999,7.006700000000007,182.29999999999998,6.0,10.0,12.0
520.59,1.55,140.06,3,7,520.5860000000002,1.5492400000000017,140.05999999999997,3.0,7.0,8.0
418.39,-2.66,167.53,6,11,418.395,-2.6611999999999973,167.53,6.0,11.0,7.0
374.39,1.01,102.43,1,7,374.38900000000007,1.0095999999999996,102.42999999999999,1.0,7.0,3.0
376.41,1.61,99.13,1,7,376.40500000000014,1.6063999999999998,99.13000000000001,1.0,7.0,4.0
392.84,5.7,48.67,0,4,392.8380000000001,5.701000000000004,48.67,0.0,4.0,5.0
444.7,6.01,57.53,2,3,444.7000000000003,6.0101000000000075,57.53,2.0,3.0,2.0
391.39,1.01,122.19,3,6,391.3870000000001,1.0128,122.19,3.0,5.0,3.0
348.4,1.88,89.9,1,6,348.3950000000001,1.8782999999999999,89.9,1.0,6.0,3.0
442.73,7.14,40.46,2,2,442.72800000000035,7.139700000000009,40.46,2.0,2.0,5.0
989.69,21.21,78.9,0,6,989.6899999999987,21.211600000000004,78.9,0.0,6.0,58.0
841.36,16.7,78.9,0,6,841.3559999999993,16.702799999999964,78.9,0.0,6.0,46.0
963.22,2.94,281.17,11,13,963.2230000000001,2.9371000000000063,281.16999999999996,11.0,13.0,10.0
889.48,18.55,78.9,0,6,889.484999999999,18.54509999999998,78.9,0.0,6.0,52.0
122.21,2.92,0.0,0,0,122.21099999999997,2.918800000000002,0.0,0.0,0.0,1.0
354.49,3.94,64.99,1,5,354.4870000000001,3.942400000000003,64.99000000000001,1.0,5.0,5.0
651.07,12.51,72.83,1,5,651.0699999999998,12.51289999999998,72.83000000000001,1.0,5.0,37.0
297.31,3.62,69.67,0,5,297.314,3.616620000000002,69.67,0.0,4.0,4.0
396.42,0.58,71.69,1,6,396.4190000000002,0.5785,71.69000000000001,1.0,6.0,3.0
248.37,3.28,29.46,1,2,248.366,3.278400000000002,29.46,1.0,2.0,0.0
902.19,8.09,199.22,7,10,902.1859999999999,8.092700000000013,199.21999999999997,7.0,10.0,15.0
807.34,16.14,78.9,0,6,807.3389999999997,16.140299999999964,78.9,0.0,6.0,45.0
250.34,2.09,49.83,1,3,250.33799999999997,2.0862,49.83,1.0,3.0,1.0
220.18,1.19,83.83,2,5,220.17999999999998,1.1871999999999998,83.83000000000001,2.0,5.0,1.0
276.29,4.51,43.35,0,3,276.291,4.5146200000000025,43.35,0.0,3.0,1.0
135.13,1.15,54.71,1,3,135.126,1.1455,54.71,1.0,3.0,1.0
208.21,0.67,74.6,2,4,208.21299999999994,0.6675,74.6,2.0,4.0,2.0
653.82,0.35,212.26,7,9,653.8180000000002,0.3492000000000073,212.26,7.0,9.0,14.0
385.42,3.8,83.09,1,7,385.41600000000017,3.7977000000000025,83.09000000000002,1.0,7.0,7.0
718.75,-2.11,260.59,8,17,718.7460000000004,-2.1121999999999943,260.59,8.0,17.0,13.0
436.5,1.02,111.52,2,8,436.5010000000003,1.0167999999999988,111.52000000000001,2.0,8.0,3.0
495.58,2.91,88.62,0,7,495.57600000000025,2.9110000000000014,88.62,0.0,7.0,7.0
206.24,2.36,46.53,1,3,206.24099999999996,2.3627400000000005,46.53,1.0,3.0,1.0
435.59,5.05,44.34,0,4,435.5880000000001,5.048800000000005,44.34,0.0,3.0,7.0
514.62,4.92,101.27,0,8,514.6150000000004,4.9249000000000045,101.27,0.0,8.0,4.0
371.43,3.4,66.02,1,5,371.4330000000002,3.399300000000002,66.02000000000001,1.0,5.0,6.0
324.43,-1.14,76.12,2,5,324.42500000000007,-1.1356999999999964,76.11999999999999,2.0,5.0,4.0
350.44,3.02,72.83,1,6,350.43600000000015,3.015820000000002,72.83000000000001,1.0,6.0,6.0
384.55,2.63,55.76,1,4,384.548,2.629500000000001,55.760000000000005,1.0,4.0,5.0
817.17,12.66,113.04,1,8,817.1719999999997,12.664599999999979,113.04,1.0,8.0,22.0
520.71,2.9,130.75,5,7,520.7070000000004,2.8982000000000014,130.75,5.0,7.0,7.0
490.55,3.53,122.27,0,9,490.54900000000026,3.5322000000000022,122.27000000000001,0.0,9.0,12.0
489.66,4.7,75.63,2,4,489.6560000000003,4.696700000000003,75.63,2.0,4.0,1.0
308.38,3.83,38.5,0,4,308.3810000000001,3.8259000000000025,38.5,0.0,4.0,4.0
362.47,4.04,36.69,0,4,362.4730000000002,4.040460000000003,36.69,0.0,4.0,3.0
332.44,3.49,63.6,1,4,332.44000000000005,3.4850000000000025,63.60000000000001,1.0,4.0,0.0
487.33,4.84,78.9,0,6,487.3270000000001,4.841600000000004,78.9,0.0,6.0,5.0
378.51,0.88,73.24,2,6,378.51300000000015,0.8813000000000004,73.24000000000001,2.0,6.0,4.0
420.51,4.93,42.31,0,3,420.5120000000001,4.928000000000005,42.31,0.0,2.0,2.0
256.26,2.55,67.51,1,4,256.257,2.553000000000001,67.51,1.0,4.0,1.0
797.05,7.62,153.9,6,11,797.0499999999996,7.61950000000001,153.89999999999998,6.0,11.0,11.0
570.69,5.89,77.54,0,6,570.686,5.894200000000005,77.54,0.0,6.0,8.0
313.36,5.09,42.57,0,3,313.35600000000005,5.0869000000000035,42.57,0.0,3.0,2.0
472.53,4.7,133.52,4,8,472.5340000000003,4.697840000000005,133.52,4.0,8.0,6.0
392.54,4.52,34.47,0,4,392.5430000000001,4.523300000000004,34.47,0.0,3.0,4.0
869.11,9.0,177.3,5,9,869.1089999999998,8.997800000000005,177.29999999999998,5.0,9.0,18.0
964.3,7.79,205.54,9,12,964.3039999999999,7.786900000000013,205.53999999999996,9.0,12.0,8.0
1183.26,1.55,359.34,8,26,1183.257,1.5464200000000117,359.34000000000003,8.0,26.0,18.0
296.32,-0.39,91.82,2,6,296.319,-0.39380000000000015,91.82000000000001,2.0,6.0,1.0
969.61,20.44,78.9,0,6,969.6149999999985,20.437699999999996,78.9,0.0,6.0,56.0
398.68,7.55,20.23,1,1,398.67500000000024,7.554800000000009,20.23,1.0,1.0,5.0
334.46,3.2,80.92,4,4,334.4560000000001,3.196200000000002,80.92,4.0,4.0,3.0
474.55,4.79,141.36,4,8,474.5500000000003,4.788420000000005,141.35999999999999,4.0,8.0,9.0
737.2,14.19,78.9,0,6,737.204,14.189799999999972,78.9,0.0,6.0,40.0
280.45,5.87,37.3,1,1,280.45199999999994,5.873500000000006,37.3,1.0,1.0,14.0
368.47,2.22,115.06,4,5,368.47000000000025,2.2235,115.06,4.0,5.0,13.0
284.31,3.18,56.51,0,4,284.31100000000004,3.1816200000000023,56.510000000000005,0.0,4.0,5.0
570.98,2.71,152.48,2,9,570.9820000000001,2.7104999999999997,152.48,2.0,9.0,7.0
475.55,2.31,90.14,2,5,475.54900000000043,2.3087,90.14,2.0,5.0,4.0
748.95,3.73,192.44,6,11,748.9510000000001,3.729300000000002,192.43999999999997,6.0,11.0,6.0
224.21,1.51,83.83,2,5,224.21199999999996,1.5115999999999998,83.83000000000001,2.0,5.0,3.0
423.49,3.01,130.0,3,5,423.4870000000002,3.0051000000000005,130.0,3.0,5.0,12.0
305.33,4.11,59.42,1,3,305.333,4.112000000000002,59.42,1.0,3.0,4.0
395.46,3.77,61.14,0,6,395.45500000000015,3.7672000000000025,61.140000000000015,0.0,6.0,6.0
482.96,2.45,108.36,1,8,482.9570000000002,2.4496,108.36,1.0,8.0,2.0
947.61,20.04,78.9,0,6,947.6089999999989,20.041299999999993,78.9,0.0,6.0,55.0
350.21,2.49,46.61,0,3,350.21200000000005,2.4853000000000005,46.61,0.0,3.0,3.0
441.57,3.59,60.53,0,6,441.5680000000004,3.5889000000000024,60.53,0.0,6.0,4.0
238.37,2.72,40.46,2,2,238.37099999999995,2.7247000000000017,40.46,2.0,2.0,0.0
339.39,3.73,60.7,1,4,339.39100000000013,3.730920000000003,60.7,1.0,4.0,6.0
1329.49,6.25,361.66,6,24,1329.494,6.246100000000012,361.65999999999997,6.0,24.0,14.0
284.36,3.53,43.37,0,3,284.355,3.5325200000000025,43.370000000000005,0.0,3.0,0.0
259.26,-1.73,123.17,4,7,259.258,-1.7272200000000006,123.17000000000002,4.0,7.0,4.0
311.34,2.62,75.48,1,4,311.341,2.619700000000001,75.48,1.0,4.0,4.0
488.71,5.03,97.99,4,4,488.7090000000003,5.0327000000000055,97.99000000000001,4.0,4.0,2.0
768.07,11.94,134.38,2,8,768.0699999999997,11.940899999999989,134.38000000000002,2.0,8.0,39.0
945.15,-0.42,298.14,12,18,945.1500000000007,-0.4168999999999924,298.14,12.0,18.0,9.0
346.38,1.72,110.38,5,6,346.37900000000013,1.717,110.38000000000001,5.0,6.0,4.0
835.18,9.41,145.41,5,8,835.1829999999998,9.413,145.40999999999997,5.0,8.0,11.0
258.36,2.59,66.76,2,3,258.35799999999995,2.586000000000001,66.76,2.0,3.0,4.0
1225.8,-5.43,520.36,19,19,1225.7969999999998,-5.425630000000021,520.36,19.0,19.0,26.0
232.3,3.63,26.3,0,3,232.304,3.6263000000000023,26.3,0.0,3.0,3.0
310.35,2.63,77.76,3,4,310.349,2.6340000000000017,77.76,3.0,4.0,0.0
332.44,2.91,66.76,2,4,332.44000000000017,2.910300000000001,66.76,2.0,4.0,2.0
392.49,2.03,110.52,4,5,392.4920000000001,2.0300999999999996,110.52000000000001,4.0,5.0,3.0
468.99,3.12,99.27,4,5,468.98500000000007,3.115500000000002,99.27,4.0,5.0,9.0
359.41,1.79,101.9,2,7,359.41100000000006,1.7861,101.9,2.0,6.0,6.0
206.2,1.35,66.76,2,4,206.197,1.349,66.76,2.0,4.0,0.0
548.67,2.29,131.75,3,9,548.6730000000005,2.2892000000000006,131.75,3.0,9.0,5.0
725.68,5.19,161.06,5,7,725.6809999999999,5.192700000000004,161.06,5.0,7.0,3.0
876.0,-0.92,310.59,9,12,875.9989999999999,-0.915699999999988,310.59,9.0,12.0,15.0
374.44,2.71,79.78,2,4,374.4440000000001,2.7063000000000006,79.78,2.0,3.0,6.0
552.53,-1.11,196.99,7,13,552.5290000000003,-1.1068999999999998,196.98999999999998,7.0,13.0,7.0
348.53,6.72,57.53,2,2,348.52700000000004,6.724100000000008,57.53,2.0,2.0,15.0
444.61,5.74,69.67,0,5,444.61200000000025,5.741700000000007,69.67000000000002,0.0,5.0,7.0
263.25,2.1,92.79,2,5,263.24899999999997,2.1017,92.79,2.0,5.0,4.0
810.97,0.56,245.29,9,15,810.9749999999997,0.5625000000000049,245.28999999999996,9.0,15.0,6.0
334.42,1.95,78.87,2,4,334.41600000000005,1.9518999999999997,78.87,2.0,4.0,4.0
268.31,3.46,43.37,0,3,268.312,3.464900000000002,43.370000000000005,0.0,3.0,1.0
737.94,8.63,108.99,3,6,737.9370000000001,8.632400000000006,108.99000000000001,3.0,5.0,3.0
308.42,3.18,66.76,2,4,308.418,3.180320000000002,66.76,2.0,4.0,8.0
154.25,2.67,20.23,1,1,154.253,2.6698000000000013,20.23,1.0,1.0,4.0
238.37,2.89,40.46,2,2,238.37099999999998,2.8908000000000014,40.46,2.0,2.0,1.0
428.48,-0.6,145.91,5,9,428.478,-0.6018999999999997,145.91000000000003,5.0,9.0,7.0
578.52,-1.79,232.9,8,14,578.5230000000003,-1.7878799999999986,232.89999999999998,8.0,14.0,5.0
472.71,7.9,66.76,2,3,472.7100000000004,7.897000000000008,66.76,2.0,3.0,10.0
315.33,1.68,96.61,2,4,315.32500000000005,1.68234,96.61,2.0,4.0,5.0
466.66,6.14,93.06,2,5,466.6590000000005,6.141600000000007,93.06,2.0,5.0,23.0
740.06,11.32,94.12,0,7,740.0600000000002,11.316999999999991,94.12,0.0,7.0,37.0
319.45,2.61,42.07,0,4,319.4450000000001,2.6092000000000004,42.07,0.0,4.0,2.0
1059.25,-0.37,333.67,12,21,1059.2500000000005,-0.36859999999998944,333.67,12.0,21.0,10.0
418.61,4.08,61.83,0,5,418.60600000000017,4.083800000000004,61.83,0.0,5.0,3.0
266.34,1.41,66.76,2,4,266.33699999999993,1.4062,66.76,2.0,4.0,1.0
323.35,1.34,62.74,0,4,323.35200000000003,1.338,62.74000000000001,0.0,4.0,2.0
983.56,19.65,78.9,0,6,983.5569999999988,19.649899999999988,78.9,0.0,6.0,51.0
448.51,-1.66,158.3,6,10,448.5090000000001,-1.6598999999999966,158.3,6.0,10.0,7.0
489.61,3.08,125.04,3,5,489.6130000000004,3.075500000000001,125.04,3.0,5.0,8.0
240.26,3.63,39.44,0,3,240.25799999999998,3.632620000000002,39.44,0.0,3.0,1.0
468.46,3.57,138.07,5,9,468.45800000000025,3.5700000000000025,138.07000000000002,5.0,9.0,6.0
414.46,4.37,60.89,0,6,414.4610000000002,4.366920000000003,60.89000000000001,0.0,6.0,4.0
393.48,4.84,70.95,3,5,393.4830000000002,4.838820000000004,70.95,3.0,5.0,3.0
462.36,-0.15,207.35,7,11,462.3630000000001,-0.15220000000000022,207.35,7.0,11.0,4.0
417.53,1.52,89.95,2,5,417.5310000000003,1.5229999999999995,89.95,2.0,5.0,4.0
250.29,1.54,63.6,1,4,250.29399999999993,1.5360999999999998,63.6,1.0,4.0,1.0
479.65,3.92,78.51,2,4,479.64600000000024,3.924800000000003,78.51,2.0,4.0,8.0
845.12,7.66,142.12,0,12,845.124,7.664200000000009,142.12,0.0,12.0,4.0
186.21,2.47,37.3,1,1,186.21,2.4669000000000008,37.3,1.0,1.0,2.0
604.87,8.67,86.99,3,5,604.8720000000001,8.672700000000006,86.99000000000001,3.0,5.0,5.0
606.8,7.58,121.13,3,5,606.8000000000001,7.58040000000001,121.13000000000001,3.0,5.0,5.0
268.35,2.27,77.76,3,3,268.35299999999995,2.2657,77.76,3.0,3.0,3.0
445.54,2.02,97.71,1,6,445.5410000000002,2.0247,97.71000000000001,1.0,5.0,7.0
869.06,1.87,240.36,7,16,869.0550000000004,1.8657000000000035,240.35999999999996,7.0,16.0,9.0
499.26,-1.17,208.92,6,10,499.2560000000001,-1.1744999999999994,208.92,6.0,10.0,9.0
1397.52,-6.14,477.48,14,31,1397.516000000001,-6.135800000000028,477.4800000000001,14.0,31.0,19.0
860.21,12.94,111.19,0,8,860.2109999999992,12.944799999999981,111.19,0.0,8.0,41.0
331.37,1.29,71.39,2,6,331.3680000000001,1.2852999999999999,71.39000000000001,2.0,6.0,1.0
334.42,3.87,43.26,1,3,334.4190000000001,3.8652000000000033,43.260000000000005,1.0,2.0,3.0
454.7,6.54,46.53,1,3,454.6950000000003,6.5402000000000085,46.53,1.0,3.0,0.0
278.35,1.79,50.8,1,4,278.35200000000003,1.7901999999999998,50.800000000000004,1.0,4.0,5.0
424.49,4.38,85.22,2,6,424.4930000000002,4.379820000000005,85.22,2.0,6.0,4.0
1012.43,12.77,105.33,2,8,1012.4329999999991,12.773299999999985,105.33,2.0,8.0,4.0
377.36,2.22,125.29,3,6,377.3560000000001,2.2247199999999996,125.28999999999999,3.0,6.0,3.0
943.13,0.71,294.98,11,17,943.1340000000004,0.7062000000000053,294.97999999999996,11.0,17.0,10.0
661.66,1.47,174.77,4,13,661.6600000000003,1.4673199999999993,174.76999999999998,4.0,13.0,7.0
476.56,3.92,107.02,3,4,476.55800000000016,3.916800000000002,107.02000000000001,3.0,4.0,7.0
620.91,8.07,102.29,2,7,620.9120000000007,8.066100000000011,102.29000000000002,2.0,7.0,25.0
1001.89,-14.73,512.23,21,31,1001.8880000000005,-14.732500000000023,512.2300000000001,21.0,31.0,16.0
429.52,1.67,78.62,1,8,429.51700000000034,1.6682999999999997,78.62,1.0,8.0,6.0
450.33,5.18,38.77,0,4,450.33200000000033,5.181300000000005,38.77,0.0,4.0,1.0
402.53,4.79,64.99,1,4,402.5310000000001,4.787620000000004,64.99000000000001,1.0,4.0,3.0
320.47,5.19,57.53,2,2,320.4730000000001,5.187500000000004,57.53,2.0,2.0,14.0
437.5,3.15,91.67,1,5,437.49600000000027,3.1523200000000022,91.67,1.0,5.0,5.0
393.51,1.19,70.16,0,5,393.50900000000024,1.1909000000000005,70.16000000000001,0.0,5.0,4.0
1029.58,17.17,83.98,2,6,1029.5849999999998,17.17313999999997,83.98,2.0,6.0,22.0
477.61,0.98,84.91,1,7,477.61300000000034,0.9787000000000019,84.91,1.0,7.0,6.0
330.47,5.05,46.53,1,2,330.4680000000001,5.0499000000000045,46.53,1.0,2.0,3.0
1098.16,3.93,280.89,5,22,1098.158,3.9265000000000034,280.89,5.0,22.0,11.0
354.5,5.8,19.03,1,1,354.49700000000007,5.801300000000005,19.03,1.0,1.0,7.0
316.44,3.33,54.37,1,3,316.4410000000001,3.326200000000002,54.370000000000005,1.0,3.0,1.0
361.39,2.18,94.84,1,6,361.3940000000001,2.18412,94.83999999999999,1.0,6.0,7.0
975.49,18.75,78.9,0,6,975.4929999999996,18.753899999999984,78.9,0.0,6.0,47.0
682.76,1.73,212.42,4,14,682.7600000000002,1.725400000000001,212.41999999999996,4.0,14.0,10.0
590.8,8.41,63.6,1,4,590.8040000000002,8.408600000000007,63.6,1.0,4.0,8.0
356.59,6.56,46.53,1,3,356.59100000000007,6.562000000000008,46.53,1.0,3.0,19.0
344.75,3.51,61.83,0,5,344.75000000000006,3.508000000000002,61.83,0.0,5.0,4.0
550.62,-2.64,206.02,3,12,550.6230000000003,-2.639299999999995,206.02000000000004,3.0,12.0,8.0
777.07,11.23,148.82,3,9,777.0740000000003,11.227199999999987,148.82,3.0,9.0,41.0
270.25,-2.19,131.2,5,9,270.245,-2.189399999999999,131.20000000000002,5.0,9.0,2.0
254.28,3.72,38.69,1,3,254.28499999999997,3.7158000000000024,38.69,1.0,3.0,2.0
380.44,0.86,113.29,3,7,380.4370000000002,0.8648999999999994,113.29,3.0,7.0,3.0
484.46,2.65,177.14,7,10,484.4570000000002,2.652300000000002,177.14,7.0,10.0,5.0
450.57,3.26,99.13,1,7,450.57200000000034,3.264000000000001,99.13000000000001,1.0,7.0,4.0
448.73,4.11,29.1,1,1,448.73400000000004,4.1063,29.1,1.0,1.0,0.0
466.66,6.85,71.44,1,3,466.66200000000043,6.851100000000008,71.44,1.0,3.0,5.0
454.01,5.38,52.65,1,3,454.01400000000024,5.3791000000000055,52.650000000000006,1.0,3.0,5.0
382.37,1.56,132.13,4,7,382.36800000000017,1.563,132.13,4.0,7.0,2.0
328.41,-1.61,104.47,4,7,328.4090000000001,-1.6057999999999977,104.47,4.0,7.0,6.0
390.39,-2.01,155.14,5,10,390.38500000000016,-2.0066999999999977,155.14000000000001,5.0,10.0,4.0
462.58,4.03,99.13,1,7,462.58300000000025,4.025300000000004,99.13000000000001,1.0,7.0,4.0
544.73,5.08,110.13,2,7,544.7290000000002,5.077600000000005,110.13,2.0,7.0,11.0
1449.27,0.11,530.49,19,25,1449.2710000000004,0.10619999999999458,530.4900000000002,19.0,25.0,13.0
624.55,-2.12,258.43,9,16,624.5480000000002,-2.1172999999999984,258.42999999999995,9.0,16.0,8.0
1121.27,-3.06,394.36,15,24,1121.2740000000008,-3.062899999999977,394.36000000000007,15.0,24.0,13.0
676.8,0.12,225.06,8,14,676.7970000000006,0.12070000000000147,225.05999999999997,8.0,14.0,22.0
301.34,1.19,51.16,1,5,301.3420000000001,1.1867,51.16000000000001,1.0,5.0,1.0
282.3,2.58,63.6,1,4,282.295,2.5825000000000005,63.599999999999994,1.0,4.0,2.0
253.35,0.61,36.02,0,3,253.34599999999992,0.6071000000000004,36.02,0.0,3.0,4.0
354.5,0.85,65.12,1,4,354.49500000000006,0.8546000000000027,65.12,1.0,4.0,6.0
334.5,3.57,57.53,2,3,334.50000000000006,3.5660000000000025,57.53,2.0,3.0,1.0
474.55,3.9,105.2,0,8,474.5500000000003,3.9021000000000026,105.20000000000002,0.0,8.0,3.0
816.2,12.73,111.19,0,8,816.1989999999992,12.728399999999985,111.19,0.0,8.0,43.0
232.29,4.13,28.68,1,1,232.286,4.1293200000000025,28.68,1.0,1.0,0.0
384.5,4.26,72.31,1,6,384.5010000000003,4.262400000000003,72.31,1.0,6.0,4.0
236.27,2.68,63.6,1,3,236.26699999999997,2.6846200000000007,63.60000000000001,1.0,3.0,5.0
499.78,7.4,83.55,3,3,499.7800000000002,7.395200000000008,83.55000000000001,3.0,3.0,18.0
385.37,1.32,116.53,3,7,385.3720000000001,1.3162999999999996,116.53000000000002,3.0,7.0,5.0
445.61,3.46,53.4,1,5,445.6110000000001,3.4601000000000024,53.400000000000006,1.0,4.0,5.0
424.4,-0.82,159.05,5,10,424.4020000000001,-0.8175000000000003,159.05,5.0,10.0,3.0
1451.97,23.0,236.95,3,15,1451.9740000000006,23.002500000000015,236.94999999999993,3.0,15.0,75.0
849.42,17.45,78.9,0,6,849.4199999999993,17.45469999999997,78.9,0.0,6.0,49.0
621.78,1.65,214.84,8,11,621.7800000000002,1.6470000000000011,214.83999999999997,8.0,11.0,21.0
538.55,5.11,159.82,4,9,538.5490000000003,5.1075400000000055,159.82,4.0,9.0,6.0
723.18,13.94,78.9,0,6,723.1769999999999,13.943799999999973,78.9,0.0,6.0,40.0
382.5,4.1,60.45,1,4,382.50400000000013,4.103340000000003,60.45,1.0,4.0,7.0
599.04,6.9,104.43,1,8,599.0350000000003,6.898700000000006,104.43000000000002,1.0,8.0,8.0
1151.35,2.68,295.74,7,22,1151.3470000000004,2.67890000000001,295.73999999999995,7.0,22.0,17.0
390.52,4.56,61.83,0,5,390.5200000000002,4.564300000000005,61.830000000000005,0.0,5.0,6.0
919.55,19.26,78.9,0,6,919.5549999999992,19.26109999999999,78.9,0.0,6.0,53.0
804.88,-2.94,294.98,11,18,804.8800000000006,-2.9380999999999933,294.97999999999996,11.0,18.0,9.0
546.58,4.83,106.95,2,7,546.5830000000003,4.828100000000004,106.95,2.0,6.0,8.0
737.2,14.19,78.9,0,6,737.204,14.189799999999972,78.9,0.0,6.0,40.0
316.44,3.88,57.53,2,2,316.44100000000014,3.8773000000000026,57.53,2.0,2.0,3.0
306.27,0.51,106.2,2,7,306.27,0.5113999999999999,106.20000000000002,2.0,7.0,2.0
636.56,-1.17,255.27,8,16,636.5590000000004,-1.1730000000000007,255.26999999999995,8.0,16.0,7.0
368.77,3.33,75.99,2,5,368.77200000000005,3.334200000000001,75.99000000000001,2.0,5.0,0.0
336.52,5.83,46.53,1,3,336.516,5.825500000000007,46.53,1.0,3.0,14.0
402.46,3.66,82.1,0,8,402.458,3.663000000000003,82.10000000000001,0.0,7.0,6.0
157.3,3.09,26.02,1,1,157.301,3.0858000000000008,26.02,1.0,1.0,8.0
244.39,1.9,41.13,2,3,244.38500000000002,1.9046999999999998,41.13,2.0,3.0,4.0
466.57,3.15,91.82,2,6,466.57400000000024,3.1528000000000023,91.82000000000001,2.0,6.0,2.0
571.63,6.03,82.14,0,7,571.6290000000002,6.028700000000007,82.14,0.0,7.0,6.0
348.45,4.02,53.43,1,3,348.446,4.015320000000003,53.43000000000001,1.0,3.0,6.0
610.52,-2.77,269.43,10,16,610.5210000000003,-2.7714000000000003,269.42999999999995,10.0,16.0,7.0
457.41,2.81,86.99,3,5,457.40500000000026,2.806000000000001,86.99000000000001,3.0,5.0,4.0
344.5,5.03,43.37,0,3,344.4950000000001,5.028200000000004,43.370000000000005,0.0,3.0,6.0
506.72,3.78,110.38,5,6,506.7240000000002,3.778600000000003,110.38000000000001,5.0,6.0,2.0
565.42,4.92,86.33,1,7,565.4200000000002,4.915600000000004,86.33,1.0,7.0,7.0
987.59,20.1,78.9,0,6,987.5889999999988,20.097899999999992,78.9,0.0,6.0,53.0
564.67,-1.38,198.76,8,12,564.6690000000003,-1.3792999999999969,198.76,8.0,12.0,11.0
303.4,2.87,38.77,0,4,303.40200000000004,2.873100000000001,38.77,0.0,4.0,5.0
332.35,1.31,82.06,1,6,332.352,1.3149999999999997,82.06,1.0,6.0,4.0
402.66,6.36,40.46,2,2,402.66300000000024,6.361100000000008,40.46,2.0,2.0,6.0
596.67,4.73,134.66,1,10,596.6730000000003,4.734500000000006,134.66,1.0,10.0,8.0
276.38,2.98,57.53,2,2,276.37600000000003,2.984700000000001,57.53,2.0,2.0,1.0
262.35,3.36,35.53,0,3,262.34899999999993,3.3588000000000022,35.53,0.0,3.0,1.0
286.46,5.32,17.07,0,1,286.459,5.320500000000005,17.07,0.0,1.0,2.0
580.54,-1.17,225.06,8,14,580.5390000000003,-1.1652000000000007,225.05999999999997,8.0,14.0,6.0
217.27,-0.97,118.44,4,4,217.26899999999998,-0.9663999999999981,118.44000000000001,4.0,4.0,8.0
1011.61,20.43,78.9,0,6,1011.6109999999986,20.430099999999996,78.9,0.0,6.0,53.0
212.29,4.08,17.07,0,1,212.292,4.084120000000003,17.07,0.0,1.0,2.0
452.5,0.61,131.75,3,9,452.50000000000017,0.6063999999999995,131.75,3.0,9.0,4.0
906.94,11.0,209.76,9,12,906.9400000000004,11.004199999999976,209.75999999999996,9.0,12.0,8.0
446.46,4.39,103.79,1,8,446.4590000000002,4.392600000000003,103.78999999999999,1.0,7.0,4.0
576.55,4.33,125.05,0,11,576.5540000000003,4.330000000000004,125.05000000000001,0.0,11.0,9.0
536.69,1.07,106.89,2,6,536.6850000000004,1.074000000000002,106.89,2.0,6.0,7.0
192.31,2.99,25.78,0,2,192.30599999999998,2.9904600000000015,25.78,0.0,2.0,3.0
590.72,3.9,164.38,6,4,590.7210000000003,3.895640000000001,164.37999999999997,6.0,4.0,14.0
713.79,-4.37,328.2,11,13,713.7900000000002,-4.371200000000005,328.2,11.0,13.0,19.0
973.12,-0.23,332.28,12,18,973.1160000000003,-0.23069999999998853,332.28000000000003,12.0,18.0,10.0
334.46,3.79,66.76,2,4,334.45600000000013,3.792100000000003,66.75999999999999,2.0,4.0,5.0
973.12,-1.9,324.44,12,20,973.1160000000001,-1.8998999999999822,324.44,12.0,20.0,10.0
947.61,19.9,78.9,0,6,947.6089999999989,19.89719999999999,78.9,0.0,6.0,54.0
492.66,5.18,83.83,2,5,492.6560000000004,5.175100000000006,83.83000000000001,2.0,5.0,3.0
558.64,-2.04,186.04,6,7,558.6360000000004,-2.0426999999999924,186.04,6.0,7.0,4.0
423.98,5.54,32.7,1,3,423.9840000000001,5.5392000000000055,32.7,1.0,3.0,10.0
740.66,-2.54,308.12,11,19,740.6640000000007,-2.5408999999999984,308.12,11.0,19.0,8.0
189.22,2.09,45.03,0,3,189.21800000000002,2.08622,45.03,0.0,3.0,2.0
835.39,17.06,78.9,0,6,835.3929999999993,17.06459999999997,78.9,0.0,6.0,48.0
236.22,1.0,76.74,1,5,236.22299999999998,0.9973999999999998,76.74000000000001,1.0,5.0,1.0
634.59,2.94,214.19,5,12,634.5900000000003,2.9427000000000003,214.18999999999997,5.0,12.0,6.0
346.33,-2.8,149.07,6,9,346.33200000000005,-2.801499999999999,149.07,6.0,9.0,4.0
424.46,4.56,80.52,0,4,424.45600000000013,4.555600000000004,80.52000000000001,0.0,4.0,3.0
403.51,4.43,58.22,1,4,403.50699999999995,4.427400000000003,58.22,1.0,4.0,4.0
