molecular_weight,alogp,topological_polar_surface_area,hydrogen_bond_donors,hydrogen_bond_acceptors,MolWt_rdkit,LogP_rdkit,TPSA_rdkit,HDonors_rdkit,HAcceptors_rdkit,RotBonds_rdkit
604.83,4.53,136.68,5,7,604.8250000000002,4.525200000000003,136.68,5.0,7.0,5.0
1123.29,-3.62,397.52,16,24,1123.2900000000006,-3.620299999999984,397.5200000000001,16.0,24.0,13.0
367.82,4.24,53.6,0,7,367.8160000000001,4.236100000000003,53.6,0.0,6.0,7.0
638.62,-1.54,226.45,8,15,638.6190000000005,-1.5438799999999981,226.44999999999996,8.0,15.0,6.0
381.44,4.74,86.01,2,4,381.4350000000001,4.744780000000004,86.01,2.0,4.0,3.0
514.53,2.59,159.05,5,10,514.5270000000004,2.5948,159.05,5.0,10.0,6.0
426.6,5.98,58.92,2,4,426.59700000000015,5.981000000000008,58.92,2.0,4.0,4.0
622.93,7.62,116.45,4,7,622.9280000000006,7.617500000000012,116.45,4.0,7.0,27.0
256.3,3.18,38.69,1,3,256.301,3.1750000000000007,38.69,1.0,3.0,2.0
935.51,18.99,78.9,0,6,935.5129999999987,18.985499999999984,78.9,0.0,6.0,51.0
330.29,1.23,99.13,1,7,330.29200000000003,1.2269199999999998,99.13000000000002,1.0,7.0,2.0
698.67,-2.46,245.05,7,17,698.6710000000002,-2.456999999999992,245.04999999999995,7.0,17.0,11.0
330.33,-1.72,139.84,6,8,330.333,-1.7204999999999997,139.84,6.0,8.0,5.0
282.29,-0.23,96.22,3,6,282.29200000000003,-0.22770000000000057,96.22000000000001,3.0,6.0,4.0
448.57,4.64,90.88,3,5,448.5710000000002,4.643820000000003,90.88000000000001,3.0,5.0,3.0
309.45,0.9,36.02,0,4,309.45400000000006,0.8958000000000013,36.02,0.0,4.0,3.0
524.52,-0.94,198.76,8,12,524.5190000000002,-0.9417000000000002,198.76,8.0,12.0,11.0
497.93,4.54,96.97,0,8,497.9310000000003,4.540740000000003,96.97,0.0,7.0,7.0
514.7,5.83,71.06,0,6,514.7030000000003,5.826300000000007,71.06,0.0,6.0,2.0
386.84,3.1,91.42,3,3,386.8350000000001,3.0976000000000017,91.42,3.0,3.0,8.0
218.34,4.19,17.07,0,1,218.33999999999995,4.192400000000003,17.07,0.0,1.0,0.0
434.59,-0.03,97.02,3,5,434.58500000000026,-0.03189999999999471,97.02,3.0,5.0,6.0
281.22,-0.92,134.51,3,7,281.22400000000005,-0.9192000000000002,134.51,3.0,6.0,4.0
632.84,8.45,115.61,1,6,632.842,8.445700000000008,115.61000000000001,1.0,6.0,4.0
520.67,4.46,111.38,4,6,520.6700000000004,4.456200000000004,111.38000000000001,4.0,6.0,6.0
419.42,0.64,156.66,3,11,419.4190000000001,0.6382999999999992,156.66,3.0,10.0,6.0
432.62,2.28,64.68,2,6,432.61500000000024,2.2793,64.68,2.0,6.0,7.0
441.48,4.6,79.98,1,5,441.4830000000001,4.603520000000005,79.98,1.0,5.0,5.0
384.65,7.62,20.23,1,1,384.6480000000002,7.619000000000008,20.23,1.0,1.0,6.0
830.75,-0.06,325.19,11,20,830.7450000000007,-0.06400000000000083,325.19,11.0,20.0,13.0
499.52,3.41,121.24,4,7,499.51900000000023,3.4057000000000013,121.24000000000002,4.0,7.0,6.0
786.28,5.92,197.36,2,14,786.2810000000002,5.923100000000006,197.35999999999996,2.0,14.0,13.0
414.72,8.02,20.23,1,1,414.7180000000003,8.02480000000001,20.23,1.0,1.0,6.0
981.54,19.43,78.9,0,6,981.5409999999989,19.425899999999988,78.9,0.0,6.0,50.0
331.46,3.69,49.77,1,3,331.4560000000001,3.690000000000002,49.77,1.0,3.0,4.0
286.28,-0.33,127.45,5,7,286.28000000000003,-0.33438000000000007,127.45000000000002,5.0,7.0,5.0
955.5,18.87,78.9,0,6,955.5029999999995,18.86969999999998,78.9,0.0,6.0,49.0
459.52,2.77,99.31,3,7,459.52400000000017,2.7737000000000007,99.31000000000002,3.0,7.0,6.0
738.96,3.29,153.53,2,13,738.9600000000003,3.2884000000000073,153.52999999999997,2.0,13.0,10.0
694.93,7.5,141.36,4,7,694.9310000000004,7.495100000000012,141.35999999999999,4.0,7.0,12.0
793.31,16.04,78.9,0,6,793.3119999999996,16.03839999999996,78.9,0.0,6.0,46.0
416.51,3.52,104.06,3,6,416.5140000000001,3.5222000000000024,104.06,3.0,6.0,6.0
877.47,18.23,78.9,0,6,877.4739999999991,18.23489999999998,78.9,0.0,6.0,51.0
393.44,0.97,94.67,0,8,393.43600000000015,0.9747999999999999,94.67000000000002,0.0,8.0,1.0
300.4,-0.66,74.19,3,6,300.399,-0.6599999999999984,74.19,3.0,6.0,5.0
378.55,5.42,55.76,1,3,378.55300000000017,5.4161000000000055,55.760000000000005,1.0,3.0,5.0
989.6,20.32,78.9,0,6,989.6049999999987,20.321899999999996,78.9,0.0,6.0,54.0
354.49,4.38,83.83,2,5,354.487,4.376500000000004,83.83000000000001,2.0,5.0,15.0
362.47,3.63,91.67,2,5,362.4660000000001,3.6254000000000017,91.67000000000002,2.0,5.0,7.0
807.34,16.14,78.9,0,6,807.3389999999996,16.14029999999996,78.9,0.0,6.0,45.0
719.4,7.49,127.2,2,8,719.4000000000001,7.491500000000011,127.20000000000002,2.0,8.0,2.0
793.31,15.75,78.9,0,6,793.3119999999993,15.750199999999962,78.9,0.0,6.0,44.0
527.52,-7.27,272.06,11,16,527.5240000000002,-7.2705999999999955,272.06,11.0,16.0,6.0
1480.03,23.78,236.95,3,15,1480.0279999999998,23.782700000000023,236.94999999999993,3.0,15.0,77.0
232.28,2.68,47.28,0,3,232.27899999999994,2.676840000000001,47.28,0.0,3.0,1.0
330.47,4.71,49.69,2,3,330.468,4.706600000000005,49.69,2.0,3.0,4.0
474.31,4.41,100.21,2,6,474.3070000000003,4.410820000000004,100.21000000000001,2.0,6.0,5.0
214.22,0.35,64.99,1,5,214.21699999999998,0.35479999999999995,64.99000000000001,1.0,5.0,5.0
242.31,1.98,63.6,1,4,242.31499999999997,1.9841,63.60000000000001,1.0,4.0,0.0
223.23,1.66,86.63,3,3,223.228,1.6615,86.63000000000001,3.0,3.0,6.0
646.77,-0.9,218.99,9,13,646.7710000000006,-0.9043999999999965,218.98999999999995,9.0,13.0,11.0
919.55,19.26,78.9,0,6,919.554999999999,19.26109999999999,78.9,0.0,6.0,53.0
233.35,4.17,32.59,1,2,233.35499999999993,4.165300000000003,32.59,1.0,2.0,0.0
1223.36,-4.07,422.05,15,27,1223.363,-4.069300000000012,422.05000000000007,15.0,27.0,14.0
426.6,7.05,66.76,2,3,426.5970000000002,7.048420000000008,66.76,2.0,3.0,10.0
312.42,2.8,68.16,2,3,312.4170000000001,2.800180000000001,68.16,2.0,3.0,4.0
381.47,3.21,93.14,1,5,381.46900000000016,3.2086000000000015,93.14,1.0,5.0,5.0
498.58,6.46,99.38,4,6,498.5750000000002,6.4613000000000085,99.38000000000001,4.0,6.0,9.0
361.39,2.41,105.84,2,5,361.3940000000001,2.4137199999999996,105.83999999999999,2.0,5.0,9.0
905.53,19.02,78.9,0,6,905.527999999999,19.015099999999986,78.9,0.0,6.0,53.0
849.42,17.45,78.9,0,6,849.4199999999993,17.45469999999997,78.9,0.0,6.0,49.0
710.96,4.24,147.66,5,12,710.963,4.240800000000003,147.66,5.0,12.0,6.0
470.69,5.84,66.76,2,4,470.6940000000004,5.844800000000006,66.76,2.0,4.0,6.0
542.68,3.93,100.63,2,5,542.6800000000003,3.9286400000000024,100.63,2.0,5.0,6.0
250.68,0.64,72.83,1,5,250.67799999999997,0.6387,72.83000000000001,1.0,5.0,7.0
1259.27,5.41,492.38,12,24,1259.2669999999998,5.413360000000004,492.38,12.0,24.0,10.0
266.3,0.3,88.52,2,5,266.29699999999997,0.29779999999999945,88.52,2.0,5.0,6.0
265.35,2.41,47.56,1,3,265.353,2.4086000000000007,47.56,1.0,3.0,7.0
605.65,5.18,97.61,3,7,605.6510000000004,5.1836000000000055,97.61000000000001,3.0,7.0,7.0
232.37,4.27,17.07,0,1,232.36699999999996,4.272300000000004,17.07,0.0,1.0,0.0
608.78,5.16,144.0,6,9,608.7760000000004,5.158200000000009,144.0,6.0,9.0,12.0
248.32,2.52,46.53,1,3,248.32199999999997,2.5216000000000003,46.53,1.0,3.0,0.0
588.78,7.45,127.2,2,6,588.7819999999999,7.446400000000009,127.20000000000002,2.0,6.0,21.0
786.82,1.62,296.25,6,15,786.824,1.619100000000004,296.24999999999994,6.0,15.0,13.0
340.42,2.41,57.72,2,4,340.423,2.4112,57.72,2.0,4.0,1.0
803.01,6.19,192.44,6,13,803.0050000000006,6.185620000000009,192.43999999999997,6.0,13.0,5.0
440.8,9.5,40.46,2,2,440.79700000000025,9.500499999999997,40.46,2.0,2.0,26.0
696.92,2.37,158.3,4,8,696.9150000000002,2.3685000000000045,158.29999999999998,4.0,8.0,8.0
437.54,5.83,89.67,1,5,437.53600000000023,5.8250000000000055,89.67,1.0,5.0,4.0
442.73,7.0,40.46,2,2,442.7280000000003,6.997200000000009,40.46,2.0,2.0,1.0
734.8,3.88,181.19,2,13,734.7950000000002,3.879900000000002,181.18999999999997,2.0,13.0,8.0
638.49,4.72,176.22,0,14,638.4930000000003,4.724300000000003,176.22000000000003,0.0,14.0,5.0
1023.71,21.77,78.9,0,6,1023.7069999999985,21.774100000000008,78.9,0.0,6.0,59.0
1019.89,-2.02,408.57,13,24,1019.8880000000007,-2.0221999999999962,408.5700000000001,13.0,24.0,17.0
184.28,3.21,37.3,1,1,184.27899999999994,3.211700000000002,37.3,1.0,1.0,5.0
520.32,2.58,97.36,0,8,520.3160000000003,2.5828000000000007,97.36000000000001,0.0,8.0,7.0
298.38,4.2,49.69,2,3,298.3820000000001,4.204400000000003,49.69,2.0,3.0,0.0
947.61,19.9,78.9,0,6,947.6089999999989,19.89719999999999,78.9,0.0,6.0,54.0
680.75,5.7,140.21,0,11,680.7539999999999,5.7004000000000055,140.21000000000004,0.0,11.0,6.0
887.12,6.03,159.06,2,14,887.1170000000002,6.031500000000008,159.06,2.0,14.0,9.0
584.62,2.02,154.89,2,11,584.6180000000003,2.0181999999999998,154.89,2.0,11.0,4.0
696.71,7.55,180.3,8,10,696.7080000000003,7.550600000000013,180.29999999999998,8.0,10.0,4.0
434.49,5.43,66.38,1,6,434.4880000000003,5.4253000000000045,66.38000000000001,1.0,6.0,2.0
719.92,1.66,223.26,8,8,719.9210000000003,1.6638000000000068,223.26,8.0,8.0,22.0
414.96,3.98,42.31,0,4,414.9580000000002,3.980800000000004,42.31,0.0,3.0,4.0
427.46,2.08,101.32,1,6,427.4570000000002,2.0823,101.32,1.0,6.0,7.0
458.73,6.11,60.69,3,3,458.7270000000004,6.113700000000008,60.69,3.0,3.0,2.0
1015.29,5.81,225.82,4,18,1015.2850000000003,5.808900000000009,225.81999999999996,4.0,18.0,29.0
400.59,4.13,50.16,1,5,400.592,4.126600000000003,50.160000000000004,1.0,4.0,6.0
532.67,5.15,108.36,1,8,532.6740000000004,5.149200000000005,108.36000000000001,1.0,8.0,10.0
498.79,8.3,72.83,1,5,498.78900000000067,8.30170000000001,72.83000000000001,1.0,5.0,26.0
937.53,19.21,78.9,0,6,937.5289999999989,19.209499999999984,78.9,0.0,6.0,52.0
486.01,3.68,87.74,2,4,486.0120000000003,3.6781000000000024,87.74000000000001,2.0,4.0,7.0
967.6,20.21,78.9,0,6,967.5989999999985,20.213699999999992,78.9,0.0,6.0,55.0
1139.33,2.12,340.88,8,24,1139.3330000000003,2.1152000000000095,340.87999999999994,8.0,24.0,16.0
314.38,-0.21,99.38,4,6,314.3780000000001,-0.2063000000000006,99.38000000000001,4.0,6.0,3.0
432.38,0.09,181.05,7,10,432.3810000000001,0.09169999999999978,181.04999999999998,7.0,10.0,3.0
1051.18,-3.3,355.29,13,23,1051.1830000000002,-3.2994999999999814,355.29,13.0,23.0,11.0
155.2,0.56,40.54,1,2,155.197,0.5552999999999997,40.54,1.0,2.0,1.0
481.55,4.73,98.44,1,8,481.54500000000036,4.733900000000005,98.44,1.0,8.0,7.0
975.49,18.75,78.9,0,6,975.4929999999993,18.753899999999984,78.9,0.0,6.0,47.0
655.79,2.43,171.66,4,10,655.7890000000001,2.428400000000001,171.66,4.0,10.0,16.0
532.72,3.74,116.45,4,7,532.7180000000003,3.736900000000003,116.45,4.0,7.0,6.0
516.68,3.99,132.13,4,6,516.6750000000005,3.989100000000003,132.13,4.0,6.0,6.0
520.53,4.78,153.75,5,9,520.5340000000002,4.781000000000005,153.75,5.0,9.0,7.0
663.43,-2.37,327.27,8,18,663.4300000000004,-2.365899999999998,327.2700000000001,8.0,17.0,11.0
845.04,4.88,195.6,7,11,845.0389999999999,4.884800000000004,195.59999999999997,7.0,11.0,15.0
167.21,0.61,38.33,1,3,167.208,0.6100999999999999,38.33,1.0,3.0,1.0
542.58,2.61,146.41,1,10,542.5810000000004,2.6065000000000005,146.41,1.0,10.0,5.0
352.6,7.61,26.3,0,2,352.60300000000007,7.613200000000009,26.3,0.0,2.0,17.0
547.74,4.89,82.11,2,5,547.7400000000001,4.890000000000004,82.11000000000001,2.0,5.0,7.0
620.82,3.12,138.07,5,9,620.8240000000004,3.121400000000001,138.07000000000002,5.0,9.0,3.0
961.64,20.58,78.9,0,6,961.6359999999987,20.575499999999998,78.9,0.0,6.0,57.0
969.61,20.44,78.9,0,6,969.6149999999986,20.437699999999996,78.9,0.0,6.0,56.0
325.41,-0.76,84.67,2,8,325.4130000000001,-0.7633999999999979,84.67,2.0,7.0,6.0
538.69,4.29,117.45,3,7,538.6850000000003,4.288800000000004,117.45,3.0,7.0,7.0
299.37,3.68,38.77,0,3,299.37,3.6789200000000024,38.77,0.0,3.0,5.0
698.8,-0.6,225.06,8,14,698.8029999999999,-0.6031999999999957,225.05999999999997,8.0,14.0,6.0
431.57,4.26,84.08,2,5,431.57300000000015,4.256320000000003,84.08000000000001,2.0,5.0,10.0
427.5,4.95,83.22,3,3,427.5040000000002,4.952520000000003,83.22000000000001,3.0,3.0,7.0
1067.14,1.65,331.65,8,23,1067.1410000000003,1.647420000000004,331.65000000000003,8.0,23.0,16.0
312.49,5.41,38.83,0,3,312.49399999999997,5.4081000000000055,38.83,0.0,3.0,15.0
415.47,5.56,57.53,0,6,415.47000000000014,5.558100000000004,57.53,0.0,5.0,4.0
456.56,3.57,104.73,3,5,456.56400000000014,3.5672000000000015,104.73,3.0,5.0,11.0
488.45,-0.05,183.21,6,10,488.44500000000016,-0.04680000000000062,183.21,6.0,10.0,6.0
262.35,3.92,65.18,2,2,262.35300000000007,3.9171000000000022,65.18,2.0,2.0,3.0
108.14,1.7,9.23,0,1,108.13999999999997,1.6952,9.23,0.0,1.0,1.0
354.45,2.05,59.39,1,5,354.4540000000002,2.0493999999999994,59.39,1.0,4.0,4.0
280.32,1.46,64.99,1,5,280.32,1.4608999999999999,64.99000000000001,1.0,5.0,3.0
361.4,1.65,54.37,0,5,361.4010000000002,1.6526999999999998,54.370000000000005,0.0,5.0,2.0
388.49,2.38,75.71,1,4,388.4890000000001,2.3799,75.71000000000001,1.0,4.0,7.0
645.02,11.84,72.83,1,5,645.022,11.840899999999985,72.83000000000001,1.0,5.0,34.0
366.38,2.95,105.53,1,7,366.377,2.952700000000002,105.53,1.0,7.0,5.0
139.24,1.93,12.03,1,1,139.242,1.9286,12.03,1.0,1.0,0.0
430.63,4.68,58.92,2,4,430.6290000000003,4.684700000000005,58.92,2.0,4.0,0.0
637.77,4.49,132.5,2,9,637.774,4.491300000000004,132.5,2.0,9.0,11.0
572.48,4.48,218.35,8,12,572.4780000000003,4.478300000000006,218.34999999999997,8.0,12.0,3.0
332.4,2.91,94.83,3,5,332.396,2.9094000000000007,94.83,3.0,5.0,5.0
418.45,4.6,101.55,2,5,418.4490000000002,4.604060000000003,101.55000000000001,2.0,5.0,4.0
363.01,2.19,58.89,1,4,363.00500000000005,2.1887000000000003,58.89,1.0,4.0,1.0
778.58,2.2,329.87,10,20,778.5840000000005,2.200200000000003,329.87000000000006,10.0,20.0,5.0
457.45,-0.52,193.98,6,9,457.4470000000003,-0.5218999999999985,193.97999999999996,6.0,9.0,7.0
333.34,1.63,105.84,2,5,333.3400000000001,1.6335199999999999,105.83999999999999,2.0,5.0,7.0
226.23,0.78,79.9,2,5,226.22799999999998,0.7800199999999999,79.9,2.0,5.0,0.0
366.51,1.85,53.01,1,5,366.50800000000015,1.8499999999999999,53.010000000000005,1.0,5.0,4.0
430.42,-0.18,122.09,1,10,430.42100000000033,-0.18209999999999904,122.09,1.0,9.0,3.0
219.95,-4.51,79.95,0,6,219.947,-4.5136,79.94999999999999,0.0,4.0,0.0
390.39,-2.15,155.14,5,10,390.3850000000001,-2.1507999999999976,155.14000000000001,5.0,10.0,4.0
1036.36,10.92,329.03,9,11,1036.3629999999998,10.924399999999993,329.03,9.0,11.0,24.0
288.39,3.74,49.69,2,3,288.387,3.7416000000000027,49.69,2.0,3.0,4.0
266.09,3.52,45.73,1,3,266.094,3.5172000000000017,45.730000000000004,1.0,3.0,2.0
891.5,18.48,78.9,0,6,891.5009999999993,18.48089999999998,78.9,0.0,6.0,51.0
274.4,5.21,37.3,1,1,274.404,5.212500000000005,37.3,1.0,1.0,11.0
807.34,16.14,78.9,0,6,807.3389999999997,16.140299999999964,78.9,0.0,6.0,45.0
365.48,2.67,65.46,2,4,365.4770000000002,2.674400000000001,65.46000000000001,2.0,4.0,5.0
189.22,2.07,45.56,0,3,189.21800000000002,2.0660000000000003,45.56,0.0,3.0,2.0
369.37,1.88,77.46,1,7,369.3730000000001,1.8756999999999995,77.46000000000001,1.0,7.0,0.0
368.56,6.16,55.76,1,3,368.5580000000001,6.1554000000000055,55.760000000000005,1.0,3.0,12.0
425.44,2.99,115.07,2,6,425.4370000000002,2.9933200000000015,115.07,2.0,6.0,8.0
397.54,3.52,62.3,1,4,397.54400000000027,3.5245000000000015,62.300000000000004,1.0,4.0,5.0
346.51,4.86,46.53,1,3,346.51100000000014,4.859000000000004,46.53,1.0,3.0,5.0
570.66,2.26,151.87,0,11,570.6570000000003,2.256900000000001,151.87000000000003,0.0,11.0,5.0
656.77,4.7,155.64,1,11,656.7690000000002,4.696200000000004,155.64000000000004,1.0,11.0,7.0
272.33,0.12,68.73,0,5,272.3260000000001,0.12079999999999957,68.73,0.0,5.0,3.0
444.58,3.26,88.33,1,7,444.58200000000005,3.2628200000000014,88.33,1.0,7.0,6.0
252.31,3.82,26.3,0,2,252.31300000000002,3.8248000000000024,26.3,0.0,2.0,4.0
350.32,1.41,123.27,2,7,350.3230000000001,1.414,123.27000000000001,2.0,7.0,8.0
746.11,11.99,94.12,0,7,746.1079999999993,11.988999999999988,94.12,0.0,7.0,40.0
748.6,-1.09,336.19,12,20,748.5990000000004,-1.0941000000000012,336.19,12.0,20.0,9.0
600.75,4.48,128.59,2,8,600.7490000000004,4.482500000000004,128.59,2.0,8.0,11.0
574.49,3.4,214.44,8,12,574.4940000000004,3.403300000000002,214.43999999999997,8.0,12.0,3.0
758.97,6.0,166.56,3,9,758.9749999999999,6.0007000000000055,166.55999999999997,3.0,9.0,12.0
666.85,1.41,197.37,8,11,666.8490000000002,1.4060999999999992,197.36999999999998,8.0,11.0,4.0
307.35,1.79,77.77,1,5,307.346,1.7866999999999997,77.77,1.0,5.0,3.0
475.03,2.27,65.12,1,5,475.03300000000036,2.2748,65.12,1.0,5.0,4.0
573.55,0.7,204.3,5,13,573.5510000000002,0.6989999999999996,204.29999999999998,5.0,13.0,5.0
2240.58,-2.48,819.65,29,44,2240.5810000000024,-2.4834000000000076,819.6500000000004,29.0,44.0,75.0
323.39,0.88,76.07,1,6,323.38899999999995,0.8825999999999998,76.07,1.0,6.0,0.0
1073.85,23.55,78.9,0,6,1073.8519999999983,23.552200000000024,78.9,0.0,6.0,64.0
596.49,-2.08,269.43,10,16,596.4940000000003,-2.0755999999999992,269.42999999999995,10.0,16.0,6.0
341.5,3.79,29.54,0,3,341.4950000000001,3.786500000000003,29.540000000000003,0.0,3.0,0.0
546.65,7.09,96.11,3,5,546.6520000000002,7.091420000000005,96.11,3.0,5.0,7.0
466.95,5.25,93.55,2,9,466.9540000000002,5.2489000000000035,93.55,2.0,9.0,6.0
496.57,-2.74,224.04,7,7,496.5690000000003,-2.7355299999999945,224.04,7.0,7.0,11.0
800.16,13.17,134.38,2,8,800.156,13.16909999999998,134.38000000000002,2.0,8.0,43.0
394.47,1.62,70.08,1,5,394.4710000000002,1.6161,70.08000000000001,1.0,5.0,1.0
135.13,0.93,51.81,0,4,135.126,0.9262199999999998,51.81,0.0,4.0,0.0
546.65,5.51,94.91,0,7,546.6450000000004,5.509420000000005,94.90999999999998,0.0,6.0,7.0
640.99,11.39,72.83,1,5,640.99,11.392899999999988,72.83000000000001,1.0,5.0,32.0
494.22,4.58,61.83,0,5,494.2200000000002,4.580900000000004,61.83,0.0,5.0,8.0
408.5,4.53,52.52,0,6,408.4980000000003,4.532600000000004,52.52000000000001,0.0,6.0,3.0
580.5,-2.99,253.13,9,15,580.4950000000001,-2.9924999999999997,253.12999999999994,9.0,15.0,6.0
455.51,2.35,110.11,2,6,455.51100000000037,2.3533999999999997,110.11,2.0,6.0,9.0
427.47,4.1,84.86,2,5,427.47200000000015,4.104120000000003,84.86000000000001,2.0,5.0,8.0
400.38,0.64,129.59,4,8,400.383,0.6386999999999994,129.59,4.0,8.0,4.0
258.32,2.88,51.21,0,3,258.31699999999995,2.882600000000001,51.21,0.0,3.0,5.0
398.63,6.06,40.46,2,2,398.6310000000002,6.057200000000007,40.46,2.0,2.0,5.0
440.46,1.84,110.3,1,7,440.4560000000003,1.837,110.30000000000001,1.0,7.0,6.0
488.71,4.59,90.15,4,5,488.70900000000034,4.585400000000004,90.15,4.0,5.0,4.0
971.63,20.66,78.9,0,6,971.6309999999987,20.661699999999996,78.9,0.0,6.0,57.0
244.34,1.82,25.24,0,3,244.33799999999994,1.8199,25.240000000000002,0.0,2.0,0.0
381.86,2.02,65.07,0,6,381.8560000000002,2.0248999999999997,65.07000000000001,0.0,6.0,3.0
234.39,2.25,15.27,1,2,234.38699999999992,2.248900000000001,15.27,1.0,2.0,0.0
1034.2,-3.36,340.07,13,22,1034.2000000000003,-3.358399999999981,340.07,13.0,22.0,11.0
279.34,2.9,66.84,1,3,279.336,2.8968000000000016,66.84,1.0,3.0,4.0
899.39,17.31,78.9,0,6,899.3949999999992,17.309299999999972,78.9,0.0,6.0,45.0
849.42,17.45,78.9,0,6,849.4199999999993,17.45469999999997,78.9,0.0,6.0,49.0
264.32,1.61,63.6,1,4,264.32099999999997,1.6144,63.6,1.0,4.0,0.0
556.04,4.7,75.25,1,8,556.0350000000003,4.702300000000004,75.25000000000001,1.0,8.0,13.0
536.66,1.43,145.91,5,9,536.6620000000004,1.4268999999999992,145.91,5.0,9.0,3.0
358.78,3.97,65.74,0,5,358.7770000000001,3.973620000000003,65.74000000000001,0.0,5.0,4.0
376.45,4.09,77.38,2,6,376.4490000000001,4.087700000000003,77.38000000000001,2.0,6.0,10.0
202.25,1.03,66.76,2,3,202.24999999999997,1.0256,66.76,2.0,3.0,4.0
416.53,3.24,50.6,0,5,416.52500000000026,3.2371000000000016,50.6,0.0,4.0,5.0
534.65,3.15,128.73,1,9,534.6460000000003,3.153500000000001,128.73,1.0,9.0,5.0
474.73,5.08,80.92,4,4,474.72600000000034,5.0845000000000065,80.92,4.0,4.0,2.0
426.43,4.4,106.17,2,7,426.4320000000002,4.398820000000002,106.16999999999999,2.0,6.0,2.0
262.26,1.36,79.9,2,5,262.26099999999997,1.3582999999999998,79.9,2.0,5.0,1.0
458.55,4.51,80.29,0,7,458.55100000000033,4.507900000000004,80.29,0.0,7.0,9.0
833.14,6.43,166.94,4,9,833.145,6.4340000000000055,166.93999999999997,4.0,9.0,6.0
434.66,7.35,26.3,0,2,434.6640000000002,7.348600000000008,26.3,0.0,2.0,1.0
290.32,1.3,95.5,3,3,290.319,1.3012000000000001,95.50000000000001,3.0,3.0,6.0
525.56,4.68,109.44,2,7,525.5570000000002,4.679700000000005,109.44,2.0,7.0,5.0
408.58,3.45,97.99,4,4,408.57900000000024,3.4487000000000023,97.99000000000001,4.0,4.0,4.0
729.83,5.12,172.37,3,12,729.8310000000001,5.115700000000004,172.37,3.0,12.0,15.0
400.44,0.76,103.63,1,9,400.4390000000002,0.7648999999999997,103.63,1.0,8.0,6.0
664.86,1.79,203.44,7,11,664.8550000000006,1.786300000000002,203.43999999999997,7.0,11.0,10.0
760.65,-0.19,293.96,9,19,760.6540000000005,-0.1921000000000015,293.96000000000004,9.0,19.0,11.0
264.32,3.14,66.76,2,3,264.321,3.1422000000000017,66.76,2.0,3.0,2.0
426.42,-3.8,195.6,7,12,426.415,-3.800199999999997,195.6,7.0,12.0,7.0
805.86,0.34,266.37,9,14,805.8630000000002,0.33660000000000717,266.36999999999995,9.0,14.0,9.0
592.73,0.42,177.14,7,10,592.7260000000002,0.42380000000000156,177.14,7.0,10.0,3.0
254.29,2.74,51.22,1,3,254.28900000000002,2.7421000000000006,51.22,1.0,3.0,4.0
340.38,2.63,68.15,2,5,340.37500000000006,2.6262400000000006,68.15,2.0,5.0,0.0
1193.34,-3.11,393.98,14,26,1193.3370000000007,-3.1114999999999964,393.9800000000001,14.0,26.0,12.0
178.23,2.38,26.3,0,2,178.23099999999997,2.3821000000000003,26.3,0.0,2.0,3.0
822.16,13.28,134.38,2,8,822.1619999999997,13.277299999999979,134.38000000000002,2.0,8.0,42.0
348.4,2.5,53.51,0,3,348.40200000000004,2.5018000000000002,53.510000000000005,0.0,3.0,1.0
504.71,4.15,118.22,5,5,504.7080000000003,4.147600000000004,118.22000000000001,5.0,5.0,2.0
190.2,0.98,65.98,2,3,190.202,0.9763999999999997,65.98,2.0,3.0,1.0
490.42,1.06,196.35,6,12,490.4170000000002,1.0595,196.35,6.0,12.0,4.0
128.13,-0.15,46.53,1,3,128.12699999999998,-0.14799999999999996,46.53,1.0,3.0,1.0
616.76,0.8,169.38,6,8,616.7630000000001,0.7986000000000051,169.37999999999997,6.0,8.0,11.0
102.09,-0.25,43.37,0,3,102.08899999999998,-0.25160000000000005,43.370000000000005,0.0,3.0,2.0
756.67,0.28,295.73,10,18,756.6660000000005,0.2827999999999991,295.72999999999996,10.0,18.0,9.0
409.94,1.57,84.83,4,4,409.9390000000001,1.572199999999999,84.83,4.0,4.0,3.0
992.19,7.0,235.65,8,16,992.1909999999999,7.000000000000007,235.64999999999995,8.0,15.0,14.0
362.51,4.49,59.06,1,4,362.51000000000016,4.487100000000004,59.06,1.0,4.0,3.0
538.51,2.23,165.89,3,11,538.5050000000003,2.23286,165.89,3.0,11.0,2.0
238.37,2.89,40.46,2,2,238.37099999999995,2.892400000000001,40.46,2.0,2.0,2.0
307.48,5.24,38.66,0,3,307.47800000000007,5.239900000000005,38.66,0.0,3.0,14.0
328.41,3.95,63.6,1,4,328.4080000000001,3.951900000000003,63.6,1.0,4.0,1.0
399.49,4.72,38.77,0,3,399.4900000000001,4.720400000000004,38.77,0.0,3.0,5.0
377.44,3.84,65.38,1,6,377.4440000000002,3.8440400000000023,65.38,1.0,5.0,4.0
384.52,5.18,52.6,0,4,384.51600000000013,5.179900000000005,52.6,0.0,4.0,4.0
556.78,7.2,89.9,1,5,556.7840000000003,7.201900000000008,89.9,1.0,5.0,3.0
1340.71,11.38,269.98,12,15,1340.7129999999997,11.377299999999995,269.9799999999999,12.0,15.0,9.0
374.39,1.52,99.13,1,7,374.3890000000001,1.5249000000000001,99.13000000000001,1.0,7.0,2.0
331.46,3.69,66.4,2,2,331.456,3.686300000000002,66.39999999999999,2.0,2.0,4.0
